#: table_doi: 10.17182/hepdata.106115.v2/t31
#: name: Cut flow for Mono-V (high purity), ADD
#: description: Unweighted signal acceptance times efficiency at every cut stage. The requirements called "HCAL mitigation" refer to the requirements imposed in the 2018 data set in order to mitigate the localized failure of the HCAL detector.
#: data_file: cut_flow_for_mono-v_(high_purity),_add.yaml
#: keyword reactions: P P --> INVISIBLE JET JET
#: keyword phrases: ADD | Extra dimensions | Graviton
#: keyword cmenergies: 13000.0
#: $M_{D}$ [TeV],6
#: $d$,5
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.54097
$p_{T}^{miss} > 250$ GeV,0.26296
$p_{T}^{miss}$ quality filters,0.26246
Electron veto,0.26173
Muon veto,0.26088
Tau veto,0.25472
B jet veto,0.25472
Photon veto,0.25232
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23052
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.22931
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.16654
Leading AK8 jet energy fractions,0.16654
Leading AK8 jet $65<m_{SD}<105$ GeV,0.029038
HCAL mitigation (jets),0.029038
HCAL mitigation ($\phi^{miss}$),0.029038
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.029038
Leading AK8 jet DeepAK8 tag (high-purity),0.00098558

#: $M_{D}$ [TeV],10
#: $d$,3
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.51732
$p_{T}^{miss} > 250$ GeV,0.23524
$p_{T}^{miss}$ quality filters,0.23475
Electron veto,0.23423
Muon veto,0.23345
Tau veto,0.22773
B jet veto,0.22773
Photon veto,0.22595
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.20673
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.20549
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.14737
Leading AK8 jet energy fractions,0.14737
Leading AK8 jet $65<m_{SD}<105$ GeV,0.024182
HCAL mitigation (jets),0.024182
HCAL mitigation ($\phi^{miss}$),0.024182
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.024182
Leading AK8 jet DeepAK8 tag (high-purity),0.00072597

#: $M_{D}$ [TeV],6
#: $d$,5
#: Data-taking period,8
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.50715
$p_{T}^{miss} > 250$ GeV,0.25981
$p_{T}^{miss}$ quality filters,0.2595
Electron veto,0.25884
Muon veto,0.25837
Tau veto,0.25232
B jet veto,0.25232
Photon veto,0.25027
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23085
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.23024
Leading AK8 jet $p_{T} > 200$ GeV and $\eta < 2.4$,0.16739
Leading AK8 jet energy fractions,0.16739
Leading AK8 jet $65<m_{SD}<105$ GeV,0.029052
HCAL mitigation (jets),0.027323
HCAL mitigation ($\phi^{miss}$),0.024226
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.024226
Leading AK8 jet DeepAK8 tag (high-purity),0.00075869

#: $M_{D}$ [TeV],9
#: $d$,7
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.54841
$p_{T}^{miss} > 250$ GeV,0.27123
$p_{T}^{miss}$ quality filters,0.2706
Electron veto,0.26995
Muon veto,0.26895
Tau veto,0.26252
B jet veto,0.26252
Photon veto,0.25982
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23904
