#: table_doi: 10.17182/hepdata.106115.v2/t19
#: name: Cut flow for Monojet, ADD
#: description: Unweighted signal acceptance times efficiency at every cut stage. The requirements called "HCAL mitigation" refer to the requirements imposed in the 2018 data set in order to mitigate the localized failure of the HCAL detector.
#: data_file: cut_flow_for_monojet,_add.yaml
#: keyword reactions: P P --> INVISIBLE JET
#: keyword phrases: ADD | Extra dimensions | Graviton
#: keyword cmenergies: 13000.0
#: $M_{D}$ [TeV],6
#: $d$,5
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.54097
$p_{T}^{miss} > 250$ GeV,0.26296
$p_{T}^{miss}$ quality filters,0.26246
Electron veto,0.26173
Muon veto,0.26088
Tau veto,0.25472
B jet veto,0.25472
Photon veto,0.25232
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23052
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.22931
Leading AK4 jet $p_{T} > 100$ GeV,0.21905
Leading AK4 jet $\eta < 2.4$,0.21905
Leading AK4 jet energy fractions,0.21794
Mono-V overlap removal,0.20599
HCAL mitigation (jets),0.20599
HCAL mitigation ($\phi^{miss}$),0.20599
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.20597

#: $M_{D}$ [TeV],10
#: $d$,3
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.51732
$p_{T}^{miss} > 250$ GeV,0.23524
$p_{T}^{miss}$ quality filters,0.23475
Electron veto,0.23423
Muon veto,0.23345
Tau veto,0.22773
B jet veto,0.22773
Photon veto,0.22595
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.20673
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.20549
Leading AK4 jet $p_{T} > 100$ GeV,0.19474
Leading AK4 jet $\eta < 2.4$,0.19474
Leading AK4 jet energy fractions,0.19377
Mono-V overlap removal,0.1837
HCAL mitigation (jets),0.1837
HCAL mitigation ($\phi^{miss}$),0.1837
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.18367

#: $M_{D}$ [TeV],6
#: $d$,5
#: Data-taking period,8
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.50715
$p_{T}^{miss} > 250$ GeV,0.25981
$p_{T}^{miss}$ quality filters,0.2595
Electron veto,0.25884
Muon veto,0.25837
Tau veto,0.25232
B jet veto,0.25232
Photon veto,0.25027
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23085
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.23024
Leading AK4 jet $p_{T} > 100$ GeV,0.22089
Leading AK4 jet $\eta < 2.4$,0.22089
Leading AK4 jet energy fractions,0.21997
Mono-V overlap removal,0.20767
HCAL mitigation (jets),0.19643
HCAL mitigation ($\phi^{miss}$),0.17412
"$\Delta\phi(\mathrm{PF},\mathrm{Charged}) < 2.0$ rad",0.17409

#: $M_{D}$ [TeV],9
#: $d$,7
#: Data-taking period,7
Cut stage,Fraction of passing events
Full sample,1.0
Trigger emulation,0.54841
$p_{T}^{miss} > 250$ GeV,0.27123
$p_{T}^{miss}$ quality filters,0.2706
Electron veto,0.26995
Muon veto,0.26895
Tau veto,0.26252
B jet veto,0.26252
Photon veto,0.25982
"$\Delta\phi(jet,p_{T}^{miss}) > 0.5$ rad",0.23904
$\Delta p_{T}^{miss}$ (PF-Calorimeter) $< 0.5$ rad,0.23764
Leading AK4 jet $p_{T} > 100$ GeV,0.22705
Leading AK4 jet $\eta < 2.4$,0.22705
Leading AK4 jet energy fractions,0.22596
Mono-V overlap removal,0.21377
